timestamp,x,y,z
1674564408224,0.914058,0.698704,9.571291
1674564408235,0.914058,0.698704,9.571291
1674564408245,1.036092,0.483350,9.556933
1674564408255,1.036092,0.483350,9.556933
1674564408265,0.878166,0.713061,9.528220
1674564408275,0.878166,0.713061,9.528220
1674564408284,0.849452,0.660419,9.719646
1674564408295,0.849452,0.660419,9.719646
1674564408305,0.813560,0.794417,9.588040
1674564408315,0.813560,0.794417,9.588040
1674564408325,0.971486,0.693919,9.760324
1674564408335,0.971486,0.693919,9.760324
1674564408346,1.074377,0.748954,9.607183
1674564408355,1.074377,0.748954,9.607183
1674564408366,0.717847,0.794417,9.745967
1674564408376,0.717847,0.794417,9.745967
1674564408385,0.849452,0.851845,9.635897
1674564408396,0.849452,0.851845,9.635897
1674564408406,0.614955,0.768096,9.741181
1674564408416,0.614955,0.768096,9.741181
1674564408426,0.849452,0.430708,9.738789
1674564408436,0.849452,0.430708,9.738789
1674564408445,0.768096,0.760918,9.590433
1674564408456,0.768096,0.760918,9.590433
1674564408465,0.705883,0.902094,9.604790
1674564408476,0.705883,0.902094,9.604790
1674564408485,0.830309,0.820738,9.595219
1674564408496,0.830309,0.820738,9.595219
1674564408505,0.911665,0.581456,9.772287
1674564408516,0.911665,0.581456,9.772287
1674564408527,0.981057,0.622134,9.683753
1674564408537,0.981057,0.622134,9.683753
1674564408546,0.844666,0.775275,9.540184
1674564408556,0.844666,0.775275,9.540184
1674564408567,0.763310,0.667598,9.695717
1674564408577,0.763310,0.667598,9.695717
1674564408586,0.870987,0.626920,9.621540
1674564408596,0.870987,0.626920,9.621540
1674564408606,0.739382,0.717847,9.700503
1674564408616,0.739382,0.717847,9.700503
1674564408626,0.959522,0.705883,9.652647
1674564408636,0.959522,0.705883,9.652647
1674564408647,0.902094,0.825524,9.669396
1674564408657,0.902094,0.825524,9.669396
1674564408667,0.839881,0.837488,9.717253
1674564408677,0.839881,0.837488,9.717253
1674564408688,0.837488,0.789631,9.705289
1674564408698,0.837488,0.789631,9.705289
1674564408708,0.940379,0.614955,9.753145
1674564408717,0.940379,0.614955,9.753145
1674564408728,0.839881,0.823131,9.671788
1674564408738,0.839881,0.823131,9.671788
1674564408748,0.801596,0.775275,9.664611
1674564408758,0.801596,0.775275,9.664611
1674564408767,0.799203,0.758525,9.626326
1674564408777,0.799203,0.758525,9.626326
1674564408787,0.725025,0.667598,9.707682
1674564408798,0.725025,0.667598,9.707682
1674564408807,0.854238,0.696311,9.573684
1674564408817,0.854238,0.696311,9.573684
1674564408826,0.854238,0.696311,9.573684
1674564408836,0.775275,0.710668,9.698111
1674564408847,0.775275,0.710668,9.698111
1674564408858,0.832702,0.856631,9.578469
1674564408867,0.832702,0.856631,9.578469
1674564408878,0.839881,0.732204,9.700503
1674564408888,0.839881,0.732204,9.700503
1674564408898,0.811167,0.832702,9.623933
1674564408908,0.811167,0.832702,9.623933
1674564408918,0.758525,0.643669,9.743573
1674564408927,0.758525,0.643669,9.743573
1674564408938,0.827917,0.756132,9.552148
1674564408948,0.827917,0.756132,9.552148
1674564408957,0.725025,0.660419,9.710074
1674564408967,0.725025,0.660419,9.710074
1674564408978,0.772882,0.782453,9.667004
1674564408987,0.772882,0.782453,9.667004
1674564408997,0.803988,0.669990,9.659825
1674564409007,0.803988,0.669990,9.659825
1674564409018,0.897308,0.583849,9.808180
1674564409027,0.897308,0.583849,9.808180
1674564409038,0.715454,0.873380,9.686146
1674564409049,0.715454,0.873380,9.686146
1674564409059,0.847059,0.736989,9.695717
1674564409069,0.847059,0.736989,9.695717
1674564409079,0.832702,0.624527,9.695717
1674564409089,0.832702,0.624527,9.695717
1674564409098,0.768096,0.863809,9.633504
1674564409109,0.768096,0.863809,9.633504
1674564409118,0.741775,0.957129,9.595219
1674564409129,0.741775,0.957129,9.595219
1674564409139,0.799203,0.765703,9.561719
1674564409148,0.799203,0.765703,9.561719
1674564409159,0.875773,0.777667,9.729217
1674564409168,0.875773,0.777667,9.729217
1674564409179,0.954736,0.617348,9.623933
1674564409188,0.954736,0.617348,9.623933
1674564409198,0.808774,0.820738,9.729217
1674564409209,0.808774,0.820738,9.729217
1674564409219,0.983450,0.806381,9.652647
1674564409229,0.983450,0.806381,9.652647
1674564409240,0.835095,0.705883,9.745967
1674564409249,0.835095,0.705883,9.745967
1674564409260,0.792024,0.595813,9.812965
1674564409269,0.792024,0.595813,9.812965
1674564409280,0.825524,0.763310,9.724431
1674564409290,0.825524,0.763310,9.724431
1674564409299,0.875773,0.859023,9.705289
1674564409310,0.875773,0.859023,9.705289
1674564409320,0.861416,0.935594,9.588040
1674564409330,0.861416,0.935594,9.588040
1674564409340,0.859023,0.875773,9.700503
1674564409349,0.859023,0.875773,9.700503
1674564409359,0.825524,0.815953,9.695717
1674564409369,0.825524,0.815953,9.695717
1674564409379,0.770489,0.923629,9.609575
1674564409389,0.770489,0.923629,9.609575
1674564409400,0.837488,0.847059,9.540184
1674564409410,0.837488,0.847059,9.540184
1674564409420,0.758525,0.842274,9.595219
1674564409430,0.758525,0.842274,9.595219
1674564409441,0.863809,0.617348,9.822537
1674564409450,0.863809,0.617348,9.822537
1674564409461,0.988236,0.655633,9.678967
1674564409471,0.988236,0.655633,9.678967
1674564409480,0.839881,0.878166,9.659825
1674564409491,0.839881,0.878166,9.659825
1674564409500,0.892523,0.856631,9.595219
1674564409510,0.892523,0.856631,9.595219
1674564409521,0.813560,0.576670,9.736395
1674564409530,0.813560,0.576670,9.736395
